review_id,review_text,overall_score,travel_type,customer_class,sentiment_score,sentiment_label
860,Smooth boarding process.,7,Business,Business,0.4,Positive
861,Rude staff at the gate.,5,Business,Economy,-0.3,Negative
862,Loved the meal options.,10,Business,Economy,0.7,Positive
863,The cabin crew was amazing!,7,Business,Business,0.7500000000000001,Positive
864,Rude staff at the gate.,2,Business,Eco Plus,-0.3,Negative
865,Wi-fi was fast and reliable.,10,Personal,Business,0.2,Positive
866,Great legroom in economy.,7,Business,Eco Plus,0.8,Positive
867,Clean plane and friendly staff.,7,Business,Economy,0.37083333333333335,Positive
868,Smooth boarding process.,7,Business,Eco Plus,0.4,Positive
869,Smooth boarding process.,10,Personal,Business,0.4,Positive
870,Loved the meal options.,10,Business,Eco Plus,0.7,Positive
871,Loved the meal options.,9,Personal,Eco Plus,0.7,Positive
872,The seat wouldn't recline.,3,Business,Economy,0.0,Neutral
873,The seat wouldn't recline.,3,Personal,Eco Plus,0.0,Neutral
874,Great legroom in economy.,10,Personal,Economy,0.8,Positive
875,Clean plane and friendly staff.,7,Business,Economy,0.37083333333333335,Positive
876,The food was cold.,1,Business,Economy,-0.6,Negative
877,Smooth boarding process.,8,Personal,Eco Plus,0.4,Positive
878,No legroom at all.,1,Business,Business,0.0,Neutral
879,No legroom at all.,4,Business,Economy,0.0,Neutral
880,Clean plane and friendly staff.,9,Business,Business,0.37083333333333335,Positive
881,Loved the meal options.,7,Personal,Business,0.7,Positive
882,The cabin crew was amazing!,7,Personal,Business,0.7500000000000001,Positive
883,Great legroom in economy.,7,Personal,Business,0.8,Positive
884,Loved the meal options.,8,Business,Economy,0.7,Positive
885,Rude staff at the gate.,1,Business,Eco Plus,-0.3,Negative
886,Wi-fi was fast and reliable.,9,Personal,Business,0.2,Positive
887,Great legroom in economy.,10,Personal,Business,0.8,Positive
888,Great legroom in economy.,9,Business,Eco Plus,0.8,Positive
889,The seat wouldn't recline.,4,Business,Economy,0.0,Neutral
890,Rude staff at the gate.,3,Personal,Eco Plus,-0.3,Negative
891,Clean plane and friendly staff.,7,Personal,Business,0.37083333333333335,Positive
892,Wi-fi was fast and reliable.,8,Business,Economy,0.2,Positive
893,Clean plane and friendly staff.,7,Business,Eco Plus,0.37083333333333335,Positive
894,Smooth boarding process.,10,Business,Eco Plus,0.4,Positive
895,No legroom at all.,5,Business,Eco Plus,0.0,Neutral
896,Smooth boarding process.,9,Personal,Business,0.4,Positive
897,Clean plane and friendly staff.,7,Business,Economy,0.37083333333333335,Positive
898,Rude staff at the gate.,1,Business,Eco Plus,-0.3,Negative
899,Loved the meal options.,7,Business,Business,0.7,Positive
900,The seat wouldn't recline.,1,Personal,Business,0.0,Neutral
901,Great legroom in economy.,9,Personal,Eco Plus,0.8,Positive
902,The food was cold.,4,Business,Eco Plus,-0.6,Negative
903,Wi-fi was fast and reliable.,7,Business,Business,0.2,Positive
904,Loved the meal options.,7,Business,Economy,0.7,Positive
905,Great legroom in economy.,10,Business,Eco Plus,0.8,Positive
906,Rude staff at the gate.,1,Business,Business,-0.3,Negative
907,No legroom at all.,3,Business,Business,0.0,Neutral
908,Great legroom in economy.,7,Business,Business,0.8,Positive
909,No legroom at all.,2,Personal,Eco Plus,0.0,Neutral
910,Wi-fi was fast and reliable.,9,Business,Business,0.2,Positive
911,The seat wouldn't recline.,1,Business,Eco Plus,0.0,Neutral
912,Wi-fi was fast and reliable.,8,Personal,Economy,0.2,Positive
913,Clean plane and friendly staff.,9,Business,Eco Plus,0.37083333333333335,Positive
914,Rude staff at the gate.,1,Personal,Economy,-0.3,Negative
915,Wi-fi was fast and reliable.,7,Personal,Economy,0.2,Positive
916,Wi-fi was fast and reliable.,10,Personal,Business,0.2,Positive
917,Great legroom in economy.,10,Business,Economy,0.8,Positive
918,Great legroom in economy.,8,Business,Business,0.8,Positive
919,Great legroom in economy.,7,Business,Business,0.8,Positive
920,Smooth boarding process.,9,Personal,Eco Plus,0.4,Positive
921,Wi-fi didn't work the whole flight.,2,Business,Economy,0.2,Positive
922,Smooth boarding process.,10,Business,Economy,0.4,Positive
923,Loved the meal options.,7,Personal,Eco Plus,0.7,Positive
924,Loved the meal options.,9,Business,Economy,0.7,Positive
925,Rude staff at the gate.,4,Business,Business,-0.3,Negative
926,Smooth boarding process.,7,Business,Business,0.4,Positive
927,The cabin crew was amazing!,7,Business,Business,0.7500000000000001,Positive
928,Smooth boarding process.,10,Personal,Business,0.4,Positive
929,No legroom at all.,1,Business,Economy,0.0,Neutral
930,Clean plane and friendly staff.,9,Business,Eco Plus,0.37083333333333335,Positive
931,The food was cold.,5,Personal,Eco Plus,-0.6,Negative
932,Wi-fi was fast and reliable.,8,Business,Eco Plus,0.2,Positive
933,Smooth boarding process.,9,Business,Eco Plus,0.4,Positive
934,The seat wouldn't recline.,4,Business,Eco Plus,0.0,Neutral
935,Smooth boarding process.,8,Business,Business,0.4,Positive
936,Clean plane and friendly staff.,8,Personal,Economy,0.37083333333333335,Positive
937,The seat wouldn't recline.,3,Personal,Business,0.0,Neutral
938,Great legroom in economy.,8,Business,Eco Plus,0.8,Positive
939,The food was cold.,2,Personal,Eco Plus,-0.6,Negative
940,The seat wouldn't recline.,3,Personal,Eco Plus,0.0,Neutral
941,Wi-fi was fast and reliable.,7,Business,Eco Plus,0.2,Positive
942,The cabin crew was amazing!,9,Business,Business,0.7500000000000001,Positive
943,Great legroom in economy.,7,Business,Business,0.8,Positive
944,Lost my bags again.,1,Personal,Economy,0.0,Neutral
945,Smooth boarding process.,10,Business,Economy,0.4,Positive
946,Lost my bags again.,2,Business,Eco Plus,0.0,Neutral
947,No legroom at all.,1,Business,Eco Plus,0.0,Neutral
948,Smooth boarding process.,7,Business,Business,0.4,Positive
949,The cabin crew was amazing!,9,Business,Eco Plus,0.7500000000000001,Positive
950,Smooth boarding process.,9,Personal,Business,0.4,Positive
951,The food was cold.,4,Business,Economy,-0.6,Negative
952,Clean plane and friendly staff.,10,Business,Eco Plus,0.37083333333333335,Positive
953,The seat wouldn't recline.,1,Business,Business,0.0,Neutral
954,Wi-fi was fast and reliable.,8,Business,Economy,0.2,Positive
955,Wi-fi was fast and reliable.,7,Personal,Business,0.2,Positive
956,Great legroom in economy.,9,Personal,Business,0.8,Positive
957,The seat wouldn't recline.,4,Business,Economy,0.0,Neutral
958,Loved the meal options.,10,Business,Economy,0.7,Positive
959,No legroom at all.,5,Business,Business,0.0,Neutral
960,Smooth boarding process.,9,Personal,Economy,0.4,Positive
961,Wi-fi was fast and reliable.,8,Personal,Eco Plus,0.2,Positive
962,Loved the meal options.,9,Personal,Eco Plus,0.7,Positive
963,Wi-fi was fast and reliable.,10,Business,Business,0.2,Positive
964,The seat wouldn't recline.,1,Business,Eco Plus,0.0,Neutral
965,Smooth boarding process.,10,Business,Economy,0.4,Positive
966,The cabin crew was amazing!,8,Personal,Economy,0.7500000000000001,Positive
967,Clean plane and friendly staff.,9,Personal,Business,0.37083333333333335,Positive
968,Wi-fi was fast and reliable.,7,Business,Economy,0.2,Positive
969,Rude staff at the gate.,1,Business,Business,-0.3,Negative
970,The cabin crew was amazing!,10,Business,Eco Plus,0.7500000000000001,Positive
971,Great legroom in economy.,10,Personal,Economy,0.8,Positive
972,Clean plane and friendly staff.,8,Personal,Business,0.37083333333333335,Positive
973,Wi-fi was fast and reliable.,8,Personal,Eco Plus,0.2,Positive
974,Lost my bags again.,3,Personal,Business,0.0,Neutral
975,Great legroom in economy.,10,Business,Eco Plus,0.8,Positive
976,Great legroom in economy.,8,Personal,Eco Plus,0.8,Positive
977,Great legroom in economy.,8,Personal,Economy,0.8,Positive
978,The seat wouldn't recline.,1,Business,Eco Plus,0.0,Neutral
979,Clean plane and friendly staff.,7,Business,Business,0.37083333333333335,Positive
980,Rude staff at the gate.,5,Personal,Business,-0.3,Negative
981,Rude staff at the gate.,2,Business,Economy,-0.3,Negative
982,Loved the meal options.,10,Business,Eco Plus,0.7,Positive
983,Rude staff at the gate.,2,Business,Economy,-0.3,Negative
984,The cabin crew was amazing!,7,Business,Business,0.7500000000000001,Positive
985,Lost my bags again.,3,Business,Economy,0.0,Neutral
986,Clean plane and friendly staff.,8,Personal,Business,0.37083333333333335,Positive
987,Clean plane and friendly staff.,9,Personal,Eco Plus,0.37083333333333335,Positive
988,Smooth boarding process.,8,Personal,Business,0.4,Positive
989,The cabin crew was amazing!,8,Business,Business,0.7500000000000001,Positive
990,Rude staff at the gate.,4,Business,Economy,-0.3,Negative
991,Smooth boarding process.,8,Business,Economy,0.4,Positive
992,Smooth boarding process.,7,Business,Eco Plus,0.4,Positive
993,Wi-fi didn't work the whole flight.,5,Business,Business,0.2,Positive
994,Loved the meal options.,10,Business,Eco Plus,0.7,Positive
995,The seat wouldn't recline.,2,Business,Eco Plus,0.0,Neutral
996,Wi-fi was fast and reliable.,8,Business,Eco Plus,0.2,Positive
997,Smooth boarding process.,7,Personal,Eco Plus,0.4,Positive
998,Smooth boarding process.,7,Business,Eco Plus,0.4,Positive
999,Great legroom in economy.,7,Business,Economy,0.8,Positive
